date,review,rating,isEdited,userName,title,developerResponse,App_Name
2020-03-10 13:25:07,"Aetna has forced the use of this app over their older one however it comes with less functionality.  For one, there is no ability to read or reply to messages.  What is even better is emails from Aetna notifying that a response to a submitted question/message is available tells you to download this app to make full use of their services.",2,False,47Problem /G\,New App - Less Functionality,,Aetna Health 
2020-01-09 14:32:09,"Once logged in there is no integration with the mail order pharmacy. You can’t order refills, check order status, etc.  you can see drug prices using the search feature, but that’s really not an obvious place for that function. it’s useful that the app shows overall plan balances, but I want to be able to expand a balance to show which claims applied to it like you can do on the website.",1,True,Drwdr,Still not ready to replace old app,"{'id': 8336101, 'body': 'Hello Drwdr, Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.', 'modified': '2019-04-23T14:41:02Z'}",Aetna Health 
2019-12-31 02:26:00,"Why can’t your I.T. Department test product the way we used to before release. There is no possible way that this way that this was tested on iPad. The bottom text menus overlay the log in button rendering the login button unusable. Cannot even sign in to see if the I.T. Guys bothered to do anything right with this project. I disabled and retired now, but I used to be a project manager and this sloppy release would have everyone working nights and weekends.",1,False,Squirrel whispers,"Does not work on iPad, pure incompetence","{'id': 12693825, 'body': 'Hello, Squirrel whispers. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into your iPad issue . Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.', 'modified': '2020-01-02T20:57:34Z'}",Aetna Health 
2020-04-27 16:52:14,Since the latest update I have to login in a few times before I can actually get on.  Now it won’t even let me do that,5,False,Itwontwotk,Keeps crashing,"{'id': 14972532, 'body': 'Hello, Itwontwotk. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into your login issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.\n', 'modified': '2020-04-28T17:01:11Z'}",Aetna Health 
2019-11-19 01:49:19,"I had better luck with my other health insurance apps, but the Aetna one is ok. The major issue I have is that this app does not allow you to store forms of payment. It is a pain to have to enter your payment info for every single claim. Why can’t it allow me to store my HSA Card and perhaps a credit card for easier payments?",3,False,UMGT9603,Could be better,"{'id': 12001500, 'body': ""Hello, UMGT9603. We appreciate your feedback and care about your Aetna Health app experience. We'll continue adding more features in the future so check back often for new updates. Thanks! Rick G.\n"", 'modified': '2019-11-22T20:04:51Z'}",Aetna Health 
2019-09-25 22:24:27,"There's no way to see your medical card without internet access.  My pharmacy is in a weird spot where I get no data.  Therefore I can never see my insurance card info when I need it most.
And no, the Apple wallet version is NOT a substitute because the pharmacist always asks to see the info on the back of the card which the Apple Wallet version doesn't show. Either put all the info on the wallet card or make the app work offline.",1,False,M. Austin,No offline medical card.,"{'id': 10913701, 'body': ""Hello, M. Austin. Thanks for your feedback. We'll pass your feedback on to our product team. Please note we’re in the process of rolling out different features throughout the year. Thanks! Cindy K."", 'modified': '2019-09-26T16:00:58Z'}",Aetna Health 
2023-05-27 22:39:32,"Wasn’t clear in plan description that this is an HMO. Would never had selected it otherwise. Therefore, after a copay still getting “nickeled and dimed” for X-rays, and lab tests that would have been covered under a major medical plan. Sure the copay is lower than my previous plan, but in the end, I may end up actually paying more. We’ll see.",2,False,Avila65,Didn’t know it’s an HMO,,Aetna Health 
2022-03-07 11:48:53,You can’t access message center on the app. You can’t see which claims are going into maximum savings tier and which are in standard savings. Easy to find in network MDs through their finder but not physical therapy and other adjunct medical services. And Aetna as a company keeps processing my claims incorrectly and I have to call and get them to reprocess it again and again. Feels like the company pays very little attention to detail.,1,False,Faguhvssgtdvjj,Shoddy app. Shoddy company.,,Aetna Health 
2022-01-23 19:12:14,I have tried on line and in store to get a head of cabbage using my healthy foods card. I get it was canceled and at the store saying it was inactivate. When I look on the app it shows 50 bucks. Yet I can’t use it. I have called several times with people saying they are looking into it and will call me back. Never a call back. I’m so mad. I should have went to another insurance. Now I’m stuck . Please help me.,1,False,liane 54 55,Not very easy,"{'id': 27641525, 'body': 'Hello, liane. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K.', 'modified': '2022-01-25T02:13:35Z'}",Aetna Health 
2021-02-10 17:59:29,"This app needs to rotate with my iPad. Apps that do not have this basic feature shouldn’t be approved for use. 

Filter settings in the billing section reset every time you pay a bill. I want bills that have $0 balance to be left off my list so I can easily see what I owe. Why must I reset this filter every single time? 

App says that I owe some providers, yet wont let me make payments? I",2,False,James_747,This app needs work,,Aetna Health 
2020-11-25 02:14:44,My company is making us switch insurance providers and this is one of my options. Why can’t I search to see if my doctor is on this network from the app without logging in? The website search doesn’t work properly either. Doctors don’t even come up when you search for them. Please add a feature to app like other insurance companies where you can search for doctors without having to log in.,1,False,Juttin3,Search for doctor,,Aetna Health 
2020-01-16 15:47:54,I was able to login one time after the new update; there after all attempts to login results in crashes or produces error messages and to “dismiss” the screen.,5,False,alison747,Update not working Anymore,,Aetna Health 
2019-04-05 15:31:47,"Love that I can have ID card on wallet and share with family members. Makes it easy to email when I visit provider.

Still have to access online portal for messages but that’s not a big deal. Get a nice overview of cost and such in app.",5,False,M.Pul,So far so good!,"{'id': 8118973, 'body': ""Hello, M.Pul. We care about your Aetna Health app experience and appreciate your positive feedback. We'll continue adding more features, so check back often for new updates. Thanks! Rick G."", 'modified': '2019-04-08T18:41:13Z'}",Aetna Health 
2019-10-31 17:12:06,My only complaint is there is no way to save previous payment option or allow to use the Wallet app or Apple Pay. Sometimes I pay multiple claims at once and it gets annoying to have to punch information 4 or 5 times in a row.,4,False,Stefani <3,Save Payment,"{'id': 11601959, 'body': ""Hello, Stefani, Thanks for your feedback about payments. We'll pass your feedback on to our product team. Please note we’re in the process of rolling out more features throughout the year. Thanks! Rick G.\n"", 'modified': '2019-11-01T16:01:12Z'}",Aetna Health 
2019-07-06 15:29:19,Clean app with minimal options. It is nice to see upon opening the app how much is left in your deductible. I would like to add a suggestion. On the next update can you also have the HSA balance underneath or above the deductible information as well. Currently you have to go to claims to see HSA balance.,4,False,Smitty_,Clean Interface,,Aetna Health 
2020-07-14 14:08:05,I keep app of my phone and use regularly.    Easy to pull up information needed.    Usually it is to print a card for a medical office who still requires a copy — which is so 20th century!!   I like having card in my “electronic wallet “.,5,False,Cl23ver,Ease of use,,Aetna Health 
2019-01-31 18:21:11,"This is a horrible app!! Why atena post so many app on AppStore while none of them worked. Thought they wanna improve customer service because their insurance terms and benefits are always vague and hard to interpret, however those apps do not allow u to learn anything about your coverage. Whatever Info u clicked, it either tells u coverage or benefit info not available on app or network error... that’s insane. Disappointed",1,False,shiliuruitian,This is a horrible app!!,"{'id': 7108283, 'body': 'Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into this issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.', 'modified': '2019-02-01T02:07:46Z'}",Aetna Health 
2023-06-26 21:27:08,"I went to my urologist, and was told they are not excepting Aetna 
 Aetna has not updated their site since the beginning of the year and has been causing a big headache for many people. I called my urologist, and they said Aetna has not taken the time to update their website. I was told that if you call Aetna, they will tell you that the urologist is still taking Aetna, but that is not true.",1,False,Lessette & catheleen,Aetna has not updated their website,,Aetna Health 
2023-06-14 15:39:38,"This app is NOT user friendly! I’ve tried to create an account several times, however, every time I try, IT DOESN’T work! Nothing has come to my email to complete, I’ve tried to “create an account” several times and after I put in my member ID, it comes to the sign in screen and WON’T LET ME SIGN IN AND DOESN’T RECOGNIZE ME! Absolute nightmare. I don’t recommend.",2,False,OMGWhatever!,Frustrating,"{'id': 37259864, 'body': ' Hi OMGWhatever!. I work on the Aetna Health support team and am here to help. If \r\nYou’ll email aetnahealth-appsupport@aetna.com, we can see why things aren’t working as you expected. I look forward to hearing from you. \n\nGreg H.', 'modified': '2023-06-21T23:09:50Z'}",Aetna Health 
2023-02-14 12:16:25,The title says it all. Aetna’s claim processing and the customer service reps stink and don’t know how to answer questions. I’ve gone in circles with numerous claims related to my son’s substance abuse and mental health treatments and it’s like being on a merry go round. 8 months later and I still don’t have answers or resolutions to my questions. I’m embarrassed to be a CVS employee and the lack of service I’ve received. It’s that simple. It’s awful.,1,False,digitaldomain,The portal & customer service reps stink,,Aetna Health 
2022-11-02 18:58:29,"I’ve been trying for two days to get ahold of an employee at this company because I am unable to schedule appointments for my entire family. Online, over the phone and in person. Love paying for a service I literally can’t use. I have called 14 times and my call has been dropped every single time after choosing I wish to speak to a concierge.",1,False,Sudiebnairbf,Do people actually work here?,,Aetna Health 
2020-04-30 21:05:49,"Be very careful about using telehealth doctor service. They will charge you without telling you in advance.
I used the app for using an online doctor service. 
1) it charged me $40 without telling me about the cost in advance.
2) There is no way yo pay this. I called the customer service phone, and it is always busy. No one answer the phone. And I do not know what I need to do with this 40$ balance.",1,False,elham1296,Charging their customers without notice them in advance,"{'id': 15037203, 'body': 'Hello, elham1296. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into your payment issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.', 'modified': '2020-05-01T17:38:01Z'}",Aetna Health 
2019-09-11 00:51:29,I’ve been waiting weeks for a specialty pharmacy decision. Calling and speaking to customer service is the most painfully drawn out process. I was on the phone for an hour just trying to discover the status only to learn that nothing has been done. My doctor provided all the information requested and nothing was done about it. My treatment would have been totally screwed had not my old insurance provider pre-paid for an extra dosage.,1,False,AngryBlackManSB,Lousy Service,,Aetna Health 
2018-03-02 13:53:06,Simplifies access to health insurance information. You can easily find claims and no longer have to carry your insurance card. It even gives you access to your HSA balance.,5,False,Yeti Nole,Easy to use with great information,,Aetna Health 
2023-03-22 13:25:48,"I rarely get the information I really need from the application. I get emails about a pre-authorization and then the app has no additional information. Or the prescriptions I know I was just put in for, I can’t see a status for them in the app. It holds minimal information.",3,False,JTSilverman2,No information,,Aetna Health 
2021-11-13 18:20:09,"Needed to call tech support to find where to go on the website/app to file my claim for reimbursement.  
So far submitted 3 months of requests and haven’t gotten any money back. Followed up with another call to Customer Service who concluded, after keeping me on hold for 45 minutes, That it was “lost”.  Gave me a supervisors email for direct help. Still no response or follow up a week later.",1,False,LBC in a Huff,Where’s my Reimbursement?,,Aetna Health 
2021-11-03 00:56:56,It’s all here only one click away. No need to keep up with cards or numbers. You and your service provider will love it.,5,False,thestoneyg,Everything you need,"{'id': 26078528, 'body': ""Hello, thestoneyg. I work on Aetna’s support team. We appreciate your feedback and care about your Aetna Health app experience. We'll continue adding more features in the future, so check back often for new updates. Thanks! Cindy K."", 'modified': '2021-11-04T12:19:27Z'}",Aetna Health 
2020-06-11 03:25:58,My home page was still loading. Its was stuck at “loading memeber information”.,5,False,RaviTezz,Not working,"{'id': 15954093, 'body': 'Hello, RaviTezz. We care about your Aetna Health app experience. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. I look forward to hearing from you. Thanks! Rick G.\n', 'modified': '2020-06-13T00:00:46Z'}",Aetna Health 
2023-03-17 07:10:21,Love the app and the user interface. Claims are usually updated right away which helps me track my deductible easily. Thank you!,5,False,danielting24,Very easy to use,,Aetna Health 
2020-03-07 15:41:52,"Apparently the app updated 15 hours ago to “resolve biometric issues” ... I had no issues until you updated the app. I now have to enter my login and password then when the app opens and I enable Face ID, the entire app freezes up and I have to start the process over. Also, my annual spending details have been unavailable since January. I expected some delay due to the new calendar years but we are now in March.",1,False,Marin Meriweiss,No spending details and no Face ID,,Aetna Health 
2023-04-14 01:34:52,"Clean app but (intentionally?) lacking in features. Makes it hard to know what your coverage/copays will be for services, and the member services line closes before I’m out of work for the day. 

I’d like to schedule some medical work with clarity about my coverage, but Aetna’s app doesn’t want to help in useful ways.",2,False,terreygreene,Aetna’s app makes it hard to use your coverage,,Aetna Health 
2020-09-22 17:11:51,"The Face ID log in doesn’t work, and there aren’t any other log in features that don’t require you to go hunt for the log in info again which is frustrating. The filtering for providers isn’t good - it won’t give related searches and you have to know exactly which type of provider you’re looking for.",2,False,dburnett719,"Difficult to log in, difficult to search","{'id': 18102832, 'body': 'Hello, dburnett719. We care about your Aetna Health app experience. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with your FaceID issue with the app. Look forward to hearing from you. Thanks! Rick G.', 'modified': '2020-09-25T15:10:19Z'}",Aetna Health 
2019-12-16 04:20:58,"They’re going to take away an app which is functional and replace it with this?   Can no longer fill prescriptions with this app.  Enough said.

Okay - the developer says they’re going to add features like prescription refill “in the future”.  Well that would be great except they’re deactivating the current functional app that has that capability this month.  Until then I guess I can gaze at my info and see a shot of my card.  Oh boy!",1,True,UWBADGR,Seriously?,"{'id': 12367760, 'body': ""Hello, UWBADGR. We appreciate your feedback and care about your Aetna Health app experience. We'll continue adding more features in the future so check back often for new updates. Thanks! Rick G.\n"", 'modified': '2019-12-12T22:11:57Z'}",Aetna Health 
2019-06-08 18:57:56,"Aetna understands that digitization of information is the future and they should be commended for attempting to get there. 

But as a new member this year, excited after their company presentation, my experience using the apps didn’t match my expectations.
They trying too hard to project an image that covers up where they really are. My first suggestion is condense the many apps into one... There are too many apps!

Aetna apps are slick and pretty to look at, 
but the apps need to reflect a single point of contact for their patient and then show focus on the area or answer the patient is trying to solve.",3,False,geekmee,"First the patients, then apps","{'id': 9099013, 'body': ""Hello, geekmee. Thanks for your feedback. We'll pass your feedback on to our product team. Please note we’re in the process of rolling out different features throughout the year. Thanks! Cindy K."", 'modified': '2019-06-10T19:04:13Z'}",Aetna Health 
2021-06-01 18:45:52,"Update: the app started working today. Will see what all it has to offer. Hope all works fine now. 

Old: Gets a notice that it is not work. Will not let me log in. How old is this app?",4,True,Mojo5873,Does not work,"{'id': 23132027, 'body': 'Hello Mojo5873, Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into your login issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.', 'modified': '2021-06-01T14:56:54Z'}",Aetna Health 
2023-09-19 17:05:57,"Whatever you do, if you have diabetes or psoriasis or any other chronic illness that requires a recurring prescription choose another insurance provider. They listed every drug I take as available on the marketplace but it’s subject to individual review and I can’t get any thing I take approved. They won’t respond to Drs Appeals like they are supposed to either. Just a horrible company ran by horrible people.",1,False,Alpha_Ninja_Gaming,Can’t get your drugs,,Aetna Health 
2023-08-02 01:21:06,"It would be nice if once a claim is submitted, there is a record (online or in the app) of the submission instantaneously.  Just something that shows they were submitted successfully.! Currently the claims don’t show up as pending until days later",3,False,DisplacedChalmation43,Can’t see claims submitted electronically but not processed,,Aetna Health 
2021-02-21 19:28:13,I have deleted and reloaded the phone app and it’s not working I call customer service and I get a lady who can barely speak English I am dissatisfied with this right now,5,False,Bigg dogg1,Logging in,"{'id': 21242860, 'body': 'Hello, Bigg dogg1. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K.', 'modified': '2021-02-23T16:20:15Z'}",Aetna Health 
2022-07-27 19:40:26,I like using the app and I like to be able to go in and see what was gonna cost me for my medication but look like this new update they took it out it shows up to where they tell you they’ll do it but they give you no way to do it,3,False,liketrump,Cost control,,Aetna Health 
2020-11-08 17:50:13,"I downloaded and opened the app, entered my credentials (ID and Password) and both yesterday and today it keeps telling me it is “momentarily” out of order. Bad first impression.",5,False,DerrickV2,App “Momentarily out of order” all weekend!,"{'id': 19029508, 'body': 'Hello, DerrickV2. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K.', 'modified': '2020-11-11T02:07:39Z'}",Aetna Health 
2019-12-23 17:35:12,Cannot get app to open. Have a new iPad with current updates and have tried 3 times to open app. Every attempt goes from App Store to a blank page which never opens to any data. Please help. Thank you.,5,False,Judgeefc,Aetna Health App,,Aetna Health 
2023-10-15 19:38:00,"Im really surprise about the great service and efficiency Aetna have through the customer service and resolve different things to soon 
Thank you Aetna and Customer service Team",5,False,Cristina Gomez Gomez,Great Service,,Aetna Health 
2023-06-13 14:53:56,"A drug I’ve been taking for years and covered by co-pay assistance seemed to have had  the insurance reimbursement changed. Thanks for not informing me in anyway and allowing me to get an unexpected $1200 bill from the pharmacy. Do patients have to be medical reimbursement experts now? These types of bills aren’t sustainable for people with good jobs, I don’t see how half the population can get what they need. Shame.",1,False,Embarrassed by app,Drug reimbursement lacking,,Aetna Health 
2018-07-30 03:40:53,"Download, register, sign in and got a message that they’re enhancing the mobile experience before being redirected to the browser. There’s literally nothing you can do with this app - nothing!",5,False,wolverinepaul,Dead app,,Aetna Health 
2022-07-06 17:16:25,I think overall the app serves it’s purpose; however it can really benefit from a fresh newer look and easier navigation and provide all details about your medical plan.  The details are vague and it can be confusing to find a provider in network.,3,False,RcBoy24,Ok App,,Aetna Health 
2021-09-16 15:44:30,My app on an iPhone doesn’t look anything like the samples here.  I wish it did because finding almost anything is difficult.  I always have to log in twice.  I can’t find what my benefits are much less current amounts.  I loaded the latest update-no change.  Disappointing!,2,False,bc314159,Needs a lot of work,,Aetna Health 
2021-06-12 16:46:38,"I tried to contact the 3 closest walk-in clinics near me based on this app, and for one the phone number had been disconnected, for the second the clinic had closed down, and for the third it had moved location, but the person who answered the phone did not know where. Trying to use this app is a huge waste of time.",1,False,So Very Frustrated in DE,App information is wildly out of date,,Aetna Health 
2020-07-17 19:08:50,"My login and password don’t work on the application but they do on the website.  Your IT department wants me to spend time discussing what browser I am using because they seem unaware that apps don’t use browsers and had trouble comprehending that.

After the fourth or fifth time answering the exact same question I have come to the conclusion that I must accept that this application is utterly worthless and I am probably stuck with unreliable insurance.",1,False,RebootDad,Hot garbage,"{'id': 16815273, 'body': ""Hello, RebootDad. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to discuss the issue you're having. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G."", 'modified': '2020-07-22T18:11:25Z'}",Aetna Health 
2021-11-13 00:38:38,"I really like Aetna’s insurance. Every time I have had to contact the insurance the representatives that I have gotten are always the best help. Explaining everything and giving the best advice.

Thank you 😊",5,False,Carson Melin,Great service,,Aetna Health 
2023-08-08 01:40:03,"This app’s records doesn’t match the records from Aetna HealthEquity, despite being the same account. This app can see that I made a payment via HE, but can’t agree on dates, bill amounts, and providers for visits.

Also, whenever I sign onto the web site, it asks me to verify my email address. EVERY TIME. I have done this 5-6 times. It never lets me get past this screen.",1,False,ceberle,Aetna doesn’t know what Aetna is doing,"{'id': 38193022, 'body': 'Hello, ceberle. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into this for you. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K. ', 'modified': '2023-08-09T13:39:14Z'}",Aetna Health 
2022-09-24 12:16:16,"Called to find out why my claim has not been answered and was told my DR has to call a number . Why would my Dr have to call to see if it was approved when I am the patient and the member paying for this insurance . That is the most ridiculous thing I’ve ever heard of. Also, my dentist sent an estimate to in and it was never addressed. I had to call you guys to get it for my dentist. Ridiculous.",1,False,sucservice,Support,,Aetna Health 
2022-05-23 19:22:54,I have been unable to log in for months. Not through the app on my phone nor the app on my iPad. I tried to login on the website and again it tells me it’s unavailable try again. I need to have access to my medical records and this is becoming extremely annoying. Is anybody else having the same issue?,1,False,Margietob,Unable to login for months,"{'id': 30014177, 'body': 'Hello, Margietob. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into this for you. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! \r\nMeg B. \r\n', 'modified': '2022-05-27T20:12:29Z'}",Aetna Health 
2022-04-06 22:20:00,"I paid my bills through the Aetna app. But when I called, they had no received payments and I was supposed to have received a call back and never did. I have a check from Intercommunity Emergency Medical Group that I over paid. The problem is no money has been refunded to my account so I’d be paying twice. And no one seems to be able to resolve this issue!!!!",1,False,Seanacie C,Terrible,,Aetna Health 
2021-12-28 19:53:15,"It’s overall a good app, but quite frustrating that when you need information it never seems to be there or you get a it’s not available at this time.",4,False,erendon4,Good app,,Aetna Health 
2023-04-03 12:14:55,Not as user friendly anymore. I have to use my iPhone 12 Pro Max but when I click on Member Services I get a little strip at top about scheduling my influenza shot. When I am looking for a Member Services Home page.,4,False,mmsrgood,Ok,"{'id': 35872679, 'body': 'Hello, mmsrgood. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K.', 'modified': '2023-04-10T19:04:08Z'}",Aetna Health 
2020-05-24 14:20:54,Tried multiple times after restarting iPhone but app is not able to activate Touch ID. The function works with other apps so my assumption is that this app has not been configured to work with the new iPhone.,4,False,lights303,Touch ID doesn’t work with new iPhone SE,,Aetna Health 
2022-12-29 17:54:59,"If Aetna sends any documents, they cannot be opened in the app. All you can see is that a pdf has been sent, but you have to work through an actual computer device to be able to see what the communication actually says.   The app needs work.",2,False,JMHunter2020,Cannot read documents,,Aetna Health 
2022-12-13 12:12:32,"I have an iPhone13 max. Most of the features in this app do not work. None of the care provider, urgent care, etc search features work I get zero results. The virtual min clinic feature, go to the website feature, EOB also do not work . There could be a more simplified layout to say who is covered under what programs. I’ll update the review if it starts working.",1,False,Amgrunt1833,Broken app,,Aetna Health 
2021-12-07 23:13:19,"I use Aetna for dental. Went to an orthodontic consultation just to be told they actually don’t accept my insurance plan although the app showed them as IN NETWORK! Waste of mine time and their time. You all need to update this app to filter out dental plans ie PPO, HMO and whatever other options there are. It’s already stressful enough trying to find a doctor and this app isn’t helping",1,False,Live..Laugh..Love,“In network” isn’t accurate,"{'id': 26829081, 'body': 'Hello, Live..Laugh..Love. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K.', 'modified': '2021-12-14T14:12:21Z'}",Aetna Health 
2019-09-01 20:12:22,"The app serves little purpose more than to look at your claims. It has very limited ability to find out about coverage options and questions about health. You need access to a computer to access that and even then, the information you need may be burried deep in their website.",2,False,ikeknight,"Their website is bad, so no suprise the app is worse.","{'id': 10501851, 'body': ""Hello ikeknight, We value your experience at Aetna. If you please write into AetnaHealth-AppSupport@aetna.com I can help you navigate through the app. We'll continue adding more features in the future so check back often for new updates. Thanks! Rick G.\n"", 'modified': '2019-09-03T22:30:51Z'}",Aetna Health 
2020-02-05 20:32:00,My app has not been working since the update about two weeks ago. When I try to open it all I get is a blank white screen. I have uninstalled the app and reinstalled it back and it is doing the same thing just a blank screen. I see from reading the reviews that a lot of people are having the same problems that I’m having. I have a iPhone XS Max running iOS 13.3.1.,1,False,halltunes,App Not Working Since Last Update ! 😠😠😠,,Aetna Health 
2018-12-05 02:10:27,"I already hate this insurance provider! First of all, it took me 3 days to find someone able to give me my member ID. Once I got it, my account was locked “for security reason”. The phone operator suggested me to download this app just to find that it’s only available for “selected users”. Is this a prank??? I already miss my old Blue Cross Blue Shield insurance and their mobile app. Apple should remove this beta version from their store until it’s not finished",1,False,Necrophorus,Elitist app,"{'id': 6260725, 'body': ""Hello there, Necrophorus. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to help you with this issue to find out what's happening. It could be many different reasons. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K."", 'modified': '2018-12-05T20:17:06Z'}",Aetna Health 
2023-02-10 15:23:29,"called through 36 local numbers on the Aetna approved provider list, and NOT ONE of them are currently IN-NETWORK with Aetna. Most are no longer still practicing. One receptionist said they cut ties with Aetna over a year ago.  It forces me to give a minimum of 1 star here, but I would give zero or negative if I could. Removing the provider list all together would be better than having a list of misinformation.",1,False,Blue_Mojo_Bottle,OUTDATED PROVIDER LIST,,Aetna Health 
2021-05-02 02:47:38,"My husband and I have gotten very good coverage from Aetna! We haven’t had a lot of problems! We know if we ever do have problems, someone is always happy to help!",5,False,Consumers!,My Health Care,"{'id': 22619974, 'body': 'Hello, by Consumers! We care about your Aetna Health app experience and appreciate your feedback.  We encourage you to continue using our app as we’re continuously adding new features. If you have any questions, email our support mailbox at AetnaHealth-AppSupport@aetna.com. We are here to help!\r\nThanks! Cheryl M.\r\n', 'modified': '2021-05-04T18:50:34Z'}",Aetna Health 
2022-08-04 01:00:01,"My dentist has sent in the proper paperwork to get my reimbursement but Aetna continues to say they didn’t get it. I even called and talked to an Aetna representative and he said, hmmm I don’t know why this hasn’t been processed   He told me he would push it through so I could get my $$1500 back that I have already paid for my orthodontist work. I expect Aetna to do what’s right and pay me what is owed to me!!",1,False,leroy696979,Non reimbursement,,Aetna Health 
2020-05-26 02:28:20,I was very worried that switching to a new insurance it would be hard to find a new doctor or a clinic. This app made it super easy to find exactly what you need. 10/10 recommend,5,False,RoséGiselle,Super easy to use,"{'id': 15580980, 'body': ""Hello, RoséGiselle. We appreciate your positive feedback and care about your Aetna Health app experience. We'll continue adding more features in the future so check back often for new updates. \nThanks! Cindy K."", 'modified': '2020-05-26T19:54:16Z'}",Aetna Health 
2020-08-23 17:24:55,I made a payment through this site directly and now the doctors office is harassing me for payment on a claim I made via this site because they show no record of the payment.,4,False,lrmmsem,Payments,,Aetna Health 
2020-08-12 20:49:26,"This app was almost useful. I was able to look up a new dermatologist and see doctors in my area accepting new patients. But unfortunately, my insurance card won’t load. I keep getting an error whenever I pull it up. What's the point of being able to look up doctors if I can’t access my insurance card to show them?!",2,False,Alllllllly,Can’t see my card,"{'id': 17289067, 'body': 'Hello, Allllllllly, Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.\n', 'modified': '2020-08-14T17:16:48Z'}",Aetna Health 
2019-07-26 03:19:02,"I used to be able to easily search for providers, but now its nearly impossible.",5,False,Javamomxx,They changed it for the worse,"{'id': 9856788, 'body': 'Hello, Javamomxx. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into your provider search issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.', 'modified': '2019-07-26T07:26:43Z'}",Aetna Health 
2020-05-20 11:49:12,"The medical card being added to the iPhone is a great idea.  And, it displays properly in the application.  But, once added to the wallet, the backside information disappears entirely.  I thought perhaps it was the new iOS.  So, I put it on an old phone and got the same result",3,False,Donknow,Medical Card doesn’t work on iPhone correctly,,Aetna Health 
2019-09-23 02:26:01,"You made the website worse with the new updates. It’s so conversions to get to EOBs and How would anyone know that the word manage means claims any EOB’s? Just basically poorly designed, not user-friendly, and was not an upgrade from how it was functioning prior. It’s very difficult to compare prices, and most of the prices are not even loaded in now.",2,False,Kpinsunnyaz,Awful updates,,Aetna Health 
2023-01-10 17:40:30,This app it’s very easy to use and extremely user-friendly. 99% of the time I can do everything from the app without calling Aetna.,5,False,StevanSimi,Great app,,Aetna Health 
